Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:00834004


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
834004;1;01/05/1974;1;30,5;151,5;12;11;1;1;1;;0;0,0;0,0;0,0;0,0;8,8;0,0;4,0;0,0;0,0;0,0;10,2;30,5;14,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,6;7,4;0,0;17,8;10,2;0,0;0,0;0,0;18,2;11,4;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
834004;1;01/04/1974;1;43,6;161,8;15;8;1;1;1;;0;0,0;0,0;0,0;0,0;12,2;0,0;0,0;0,0;0,0;6,8;0,0;0,0;0,0;23,2;43,6;0,0;0,0;0,0;0,0;33,0;27,4;0,0;0,0;0,0;0,0;10,4;5,2;0,0;0,0;0,0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
834004;1;01/03/1974;1;26,4;146,4;10;18;1;1;1;;0;3,0;6,4;12,6;4,4;23,8;7,4;4,8;0,0;0,0;26,4;5,2;6,8;7,4;0,0;0,0;12,2;4,0;5,6;3,4;0,0;0,0;6,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,4;2,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
834004;1;01/02/1974;1;12,6;33,8;20;4;1;1;1;;0;0,0;0,0;4,2;10,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,2;12,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
834004;1;01/01/1974;1;41,2;191,6;30;8;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,4;37,6;25,2;18,8;12,4;0,0;0,0;12,6;0,0;0,0;0,0;27,4;41,2;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
834004;1;01/12/1973;1;6,2;17,4;20;4;1;1;1;;0;0,0;4,2;0,0;0,0;0,0;0,0;0,0;0,0;3,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,4;6,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
834004;1;01/11/1973;1;6,4;6,4;2;1;1;1;1;;0;0,0;6,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
834004;1;01/10/1973;1;22,6;54,0;3;4;1;1;1;;0;0,0;8,2;22,6;16,4;6,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
834004;1;01/06/1973;1;28,0;189,3;11;13;1;1;1;;0;8,0;18,2;20,4;11,6;0,0;17,2;0,0;9,9;0,0;16,6;28,0;0,0;1,8;20,4;0,0;10,6;20,2;6,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
834004;1;01/05/1973;1;30,6;124,4;26;9;1;1;1;;0;9,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,2;0,0;0,0;0,0;6,4;0,0;0,0;5,6;0,0;0,0;0,0;0,0;28,4;0,0;8,2;30,6;22,4;9,2;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
834004;1;01/04/1973;1;56,8;325,6;21;14;1;1;1;;0;0,4;0,0;0,0;28,2;0,0;0,0;0,0;39,4;31,2;16,6;0,0;0,0;0,0;0,0;0,0;35,2;0,0;11,0;0,0;0,0;56,8;33,2;0,0;0,0;14,2;38,2;6,8;8,2;0,0;6,2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
