Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:00834007


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
834007;1;01/06/2019;1;147,2;463,4;14;26;1;1;1;;0;6,0;7,2;0,0;6,5;1,0;0,6;1,0;0,0;4,4;0,2;4,4;4,4;66,4;147,2;0,5;5,0;90,4;53,6;1,7;4,8;0,0;0,0;5,0;1,2;4,2;0,8;15,4;5,3;19,0;7,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
834007;1;01/05/2019;1;34,8;216,6;9;19;1;1;1;;0;2,4;7,6;0,0;0,0;0,8;0,0;0,0;4,7;34,8;11,6;10,0;0,0;0,0;0,0;0,0;1,4;1,4;0,0;17,6;0,0;26,0;0,6;6,7;4,0;0,0;0,2;28,0;10,0;27,0;21,8;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
834007;1;01/04/2019;1;41,8;290,4;1;20;1;1;1;;0;41,8;28,6;4,8;2,2;0,0;1,2;1,0;21,7;0,0;0,0;0,0;15,8;30,6;0,2;0,0;0,0;5,0;0,0;0,0;7,4;30,9;0,0;10,0;31,2;17,2;1,6;0,4;0,0;9,4;29,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
834007;1;01/03/2019;1;38,4;159,9;27;19;1;1;1;;0;0,0;4,7;0,0;3,0;4,8;8,0;0,2;1,5;0,0;0,0;0,0;0,6;7,8;2,0;3,0;0,6;0,0;24,4;0,0;0,0;0,0;0,0;1,4;0,0;0,0;3,6;38,4;26,7;4,0;16,2;9,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
834007;1;01/02/2019;1;48,0;116,1;6;17;1;1;1;;0;0,1;3,6;6,2;4,2;13,8;48,0;0,3;0,0;0,0;0,0;0,6;0,0;3,6;13,4;0,7;0,6;8,0;5,8;1,0;0,0;0,0;6,0;0,0;0,0;0,0;0,2;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
834007;1;01/01/2019;1;52,3;143,5;29;20;1;1;1;;0;0,0;0,8;0,0;0,0;0,0;1,2;15,8;6,4;3,4;0,0;2,8;9,6;20,5;1,4;0,0;0,0;0,2;0,0;0,6;2,1;0,0;1,2;11,4;0,6;0,0;1,0;0,0;10,0;52,3;0,4;1,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
834007;1;01/12/2018;1;39,6;74,5;10;13;1;1;1;;0;0,4;0,0;0,0;0,0;0,0;6,2;0,0;0,0;0,0;39,6;0,4;4,6;0,0;0,0;0,2;0,0;14,6;3,4;0,2;0,0;0,0;0,7;1,2;0,0;0,0;0,0;0,0;2,2;0,0;0,0;0,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
834007;1;01/11/2018;1;9,2;37,8;8;13;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,2;0,4;0,0;0,0;0,0;0,2;0,4;0,0;0,0;0,0;0,0;0,0;1,4;0,4;0,4;0,0;3,0;4,2;3,0;7,8;7,2;0,0;0,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
834007;1;01/10/2018;1;10,8;23,8;31;8;1;1;1;;0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;6,1;0,0;0,0;0,0;1,7;0,0;0,0;0,0;0,8;0,4;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
834007;1;01/09/2018;1;18,9;54,9;2;;1;1;0;;0;0,0;18,9;0,0;0,0;0,0;0,0;0,0;0,0;4,2;4,2;;0,4;0,0;0,0;0,4;6,0;1,4;0,8;3,0;1,0;2,8;0,2;0,0;0,8;0,2;0,0;0,0;7,0;3,6;0,0;;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
834007;1;01/08/2018;1;19,4;98,4;29;21;1;1;1;;0;7,0;2,4;0,0;0,0;0,0;0,0;3,1;1,8;3,2;5,0;0,0;0,8;0,6;0,2;0,0;5,2;0,0;0,0;0,0;0,8;7,0;0,8;0,8;0,0;15,0;5,0;0,6;9,2;19,4;5,8;4,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
834007;1;01/07/2018;1;48,1;135,3;31;21;1;1;1;;0;0,0;8,9;5,8;0,4;0,0;11,2;4,3;0,0;0,6;0,0;1,8;2,6;0,0;0,6;0,0;0,0;3,2;15,0;0,0;8,0;0,2;0,0;0,4;2,6;1,8;3,6;4,0;11,9;0,0;0,3;48,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
834007;1;01/06/2018;1;23,8;143,0;18;25;1;1;1;;0;0,2;0,4;10,5;2,6;1,8;0,4;22,2;4,0;0,0;0,2;1,2;0,0;0,0;4,0;1,9;4,4;0,0;23,8;0,6;19,0;0,4;0,6;0,0;6,4;2,6;0,8;11,8;9,4;13,2;0,6;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
834007;1;01/05/2018;1;38,3;231,6;1;27;1;1;1;;0;38,3;1,0;12,2;7,4;15,8;38,0;0,2;0,0;0,0;1,8;11,6;24,8;1,6;0,4;19,6;5,6;21,4;2,9;0,5;0,0;0,2;0,2;2,0;0,0;15,1;1,0;1,0;3,4;1,6;0,3;3,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
834007;1;01/04/2018;1;81,9;484,0;7;27;1;1;1;;0;3,2;24,0;3,6;0,0;1,0;5,6;81,9;18,0;0,0;1,0;41,0;6,2;26,9;11,4;12,4;14,4;7,2;7,4;9,2;21,3;8,6;48,6;60,1;8,4;24,8;2,0;0,0;1,0;1,0;33,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
834007;1;01/03/2018;1;24,0;120,6;30;16;1;1;1;;0;1,0;0,0;0,0;0,6;2,0;13,8;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,2;7,3;0,0;0,0;0,0;1,4;0,0;0,0;2,6;2,0;23,2;8,3;0,0;7,8;14,2;24,0;4,0;1;1;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
834007;1;01/02/2018;1;33,6;146,2;18;19;1;1;1;;0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;20,6;5,4;0,4;0,6;2,1;13,0;13,4;1,2;4,0;33,6;12,6;6,8;29,2;0,0;1,0;0,3;1,4;0,2;0,0;0,2;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
834007;1;01/01/2018;1;46,6;153,6;20;20;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;9,6;0,0;23,4;3,6;0,2;0,2;3,2;2,6;1,2;0,0;13,4;30,4;46,6;3,0;0,8;3,8;6,2;2,4;0,0;0,6;0,0;1,2;0,2;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
834007;1;01/12/2017;1;10,8;30,3;20;11;1;1;1;;0;1,1;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;10,8;0,6;0,3;3,4;8,2;0,0;4,0;0,3;0,2;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
834007;1;01/11/2017;1;4,0;14,8;25;9;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,2;0,0;1,2;0,0;0,0;0,0;2,4;1,6;3,4;0,8;0,0;0,0;0,0;0,0;0,0;0,0;4,0;0,0;0,0;0,0;0,0;0,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
834007;1;01/10/2017;1;9,2;63,1;24;23;1;1;1;;0;0,2;0,0;0,0;0,6;5,0;1,6;0,6;1,6;8,0;1,2;1,6;0,6;0,0;0,2;0,0;2,0;7,9;3,2;1,4;8,0;2,0;1,6;2,0;9,2;1,0;2,7;0,9;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
