Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:00834017


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
834017;1;01/12/2019;1;6,1;20,9;16;9;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,9;6,1;3,5;0,0;1,5;0,8;0,0;0,0;5,0;0,0;0,5;0,3;0,0;0,0;0,0;0,0;0,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
834017;1;01/11/2019;1;3,0;4,6;27;6;1;1;1;;0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;3,0;0,1;0,3;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
834017;1;01/10/2019;1;16,3;53,1;14;13;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,2;3,9;9,1;2,5;0,0;1,1;16,3;6,3;0,0;0,0;8,0;2,7;0,0;0,0;0,0;0,0;0,0;0,0;1,5;0,2;0,0;0,0;0,0;1,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
834017;1;01/09/2019;1;24,8;87,3;2;17;1;1;1;;0;8,8;24,8;2,8;0,0;7,2;5,8;1,6;3,0;2,2;0,0;0,0;1,1;0,0;0,0;0,0;2,0;0,2;12,8;0,0;0,3;12,0;0,0;1,7;0,2;0,0;0,0;0,0;0,0;0,0;0,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
834017;1;01/08/2019;1;32,6;137,9;2;27;1;1;1;;0;5,8;32,6;0,9;0,8;1,3;7,6;0,4;3,4;3,4;0,0;0,3;2,4;2,1;12,7;14,6;5,6;10,0;3,2;3,6;0,4;0,0;0,0;3,3;5,7;7,5;1,9;3,5;4,5;0,1;0,0;0,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
834017;1;01/07/2019;1;120,0;385,8;24;25;1;1;1;;0;7,9;3,3;2,2;1,6;3,1;0,0;0,0;0,0;2,5;1,4;5,5;1,1;0,0;35,0;14,3;0,0;1,0;0,0;9,3;6,9;25,4;10,3;48,0;120,0;16,5;9,0;2,9;21,9;9,2;1,5;26,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
834017;1;01/06/2019;1;171,8;438,8;14;24;1;1;1;;0;2,9;2,9;0,0;11,4;2,2;2,2;0,0;0,0;0,2;0,0;4,1;1,2;22,3;171,8;0,3;2,2;119,4;38,7;0,3;3,6;0,0;0,0;3,5;6,2;8,9;0,6;17,6;0,3;7,8;8,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
834017;1;01/05/2019;1;25,1;123,5;21;17;1;1;1;;0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;10,8;22,0;9,3;2,6;0,0;0,7;0,3;0,8;0,0;0,0;0,0;2,2;0,2;25,1;2,6;0,0;0,0;0,0;0,0;24,8;2,6;4,1;13,7;1,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
834017;1;01/04/2019;1;70,0;197,9;13;24;1;1;1;;0;13,0;13,8;4,8;3,3;0,0;1,3;0,6;29,9;2,3;1,0;0,0;0,3;70,0;0,0;0,1;0,0;0,8;0,0;0,5;4,2;23,3;0,2;7,6;5,9;2,3;4,6;0,5;0,0;2,6;5,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
834017;1;01/03/2019;1;29,9;172,4;28;20;1;1;1;;0;0,0;24,5;0,6;6,3;1,7;3,1;0,0;0,1;0,0;1,6;0,0;2,0;9,9;0,1;0,0;0,9;0,0;6,8;27,9;0,0;0,0;0,0;0,3;0,0;0,0;3,8;21,4;29,9;9,3;2,5;19,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
